CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37A.,Q.37B.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44A.,Q.44B.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,Q.56.,Q.57.,Q.59.,Q.60.,Q.61.,CARD..1,DECK..1,BALLOT..1,BALLOT..2,Q.62.,V.64.,V.65.,V.66.,V.67.,V.68.
1,218,354,3,4,28,2,2,2,1,6,10,1,2,2,3,4,5,1,1,3,4,4,2,1,1,2,2,3,3,4,3,2,2,2,2,1,2,2,1,2,1,59,1,1,1,3,6,2,1,2,2,1,1,3,3,1,5,9,9,99,9,9,8,3,24,2,218,354,3,8,2,1,4,6,13
1,218,355,3,4,36,3,1,1,2,6,10,2,2,3,1,5,5,1,1,1,1,2,1,2,1,1,2,3,2,3,3,1,2,3,3,2,2,5,2,1,1,63,1,1,1,3,6,3,1,2,3,5,1,3,2,8,0,9,9,99,9,9,8,4,24,2,218,355,3,6,2,1,2,7,28
1,218,356,3,3,27,3,2,2,1,6,10,2,4,2,2,3,6,2,1,3,4,5,2,2,1,2,2,1,2,3,3,2,2,2,2,3,2,4,5,0,3,42,1,1,1,3,6,2,4,2,3,5,1,1,2,4,2,9,9,99,9,9,4,3,9,2,218,356,3,8,2,1,3,4,10
1,218,357,3,3,29,3,11,99,2,1,10,2,4,2,1,4,5,2,3,2,2,2,1,2,1,2,2,3,2,4,3,1,3,4,3,2,2,5,5,3,2,41,1,4,1,5,2,2,1,3,4,4,3,2,2,8,0,9,9,99,9,9,4,2,11,2,218,357,3,8,2,1,3,7,0
1,218,358,3,3,34,3,11,99,1,6,10,1,4,1,3,4,5,2,1,3,2,3,2,3,1,2,2,2,2,2,3,3,2,1,2,1,1,5,1,2,2,37,2,1,1,3,6,1,4,1,1,2,1,1,3,1,5,9,9,99,9,9,4,2,6,2,218,358,3,9,2,1,1,7,3
1,218,359,3,3,36,3,1,1,3,1,10,4,2,2,1,4,4,2,1,3,2,2,2,2,2,2,2,3,2,1,3,3,4,3,5,1,3,3,2,2,2,56,1,2,1,3,6,5,4,2,3,5,3,2,1,1,5,9,9,99,9,9,4,2,9,2,218,359,3,9,2,1,3,2,8
1,218,360,3,4,30,2,11,99,1,6,10,1,4,2,2,4,5,1,3,3,2,4,1,2,1,2,1,2,1,4,3,1,3,2,1,1,2,5,1,2,1,46,2,1,1,3,6,2,6,1,3,2,3,1,1,1,5,9,9,99,9,9,4,2,24,2,218,360,3,7,2,2,4,0,6
1,218,361,3,3,26,3,10,0,2,6,10,1,4,2,3,3,4,2,1,3,3,7,2,2,1,2,1,2,3,4,3,3,2,2,3,1,2,5,3,1,1,42,1,1,1,3,6,2,4,1,2,2,1,1,1,1,5,9,9,99,9,9,5,5,10,2,218,361,3,7,2,1,3,1,13
1,218,362,3,3,28,3,0,0,2,6,10,0,3,3,1,4,5,2,2,2,3,0,0,2,3,2,0,2,2,0,3,1,2,2,0,3,1,0,0,1,0,32,2,1,1,3,6,1,6,0,0,5,3,1,0,0,0,9,9,99,9,9,5,2,8,2,218,362,3,9,2,1,3,2,6
1,218,363,3,3,28,2,1,1,1,6,10,1,3,1,3,4,5,1,1,2,3,4,1,2,1,2,2,3,2,4,3,3,2,3,5,3,3,3,5,2,1,37,1,1,1,3,6,5,5,1,2,5,1,1,2,2,1,9,9,99,9,9,5,2,8,2,218,363,3,8,2,1,3,8,18
1,218,364,3,3,29,2,2,2,1,0,10,1,1,2,2,4,0,2,1,2,2,10,1,2,1,2,2,1,2,3,1,1,4,3,1,2,1,2,2,1,0,51,1,3,1,3,6,3,4,1,2,2,2,1,2,2,1,9,9,99,9,9,5,2,19,2,218,364,3,9,2,1,3,4,2
1,218,365,3,3,30,3,11,99,1,6,10,1,4,2,3,4,5,2,1,3,4,7,2,3,1,2,2,2,2,5,3,3,2,2,2,1,2,5,5,2,2,40,1,2,1,3,6,2,5,2,2,2,2,2,2,8,0,9,9,99,9,9,5,2,8,2,218,365,3,9,2,1,3,2,22
1,218,366,3,3,32,3,2,2,1,6,10,2,3,2,3,4,6,2,1,3,4,6,2,3,1,2,2,2,2,3,3,2,3,2,1,1,2,4,2,2,2,56,1,1,1,3,6,2,5,1,1,2,2,1,2,2,1,9,9,99,9,9,5,2,20,2,218,366,3,9,2,1,3,4,17
1,218,367,3,3,33,3,11,99,1,6,10,1,2,1,3,3,5,2,3,2,3,4,1,2,3,2,1,2,3,3,3,2,1,4,4,3,4,1,4,3,3,41,1,1,2,2,5,5,3,0,4,4,0,3,2,8,3,9,9,99,9,9,5,3,11,2,218,367,3,8,2,1,2,7,43
1,218,368,3,3,33,3,11,99,2,1,10,1,1,2,3,3,4,2,1,3,3,5,2,2,1,2,1,2,3,3,3,2,2,2,2,3,2,3,1,1,2,48,1,2,1,3,6,1,5,1,2,2,1,2,2,7,0,9,9,99,9,9,5,3,9,2,218,368,3,8,2,1,4,7,8
1,218,369,3,3,34,3,1,1,1,6,10,1,3,1,3,4,4,1,2,2,2,3,1,2,1,2,0,1,2,4,3,2,2,2,2,1,2,1,2,1,2,48,1,1,1,3,6,3,6,2,2,2,2,3,3,1,0,9,9,99,9,9,5,2,24,2,218,369,3,7,2,1,2,7,50
1,218,370,3,4,30,3,11,99,2,1,10,2,2,2,1,3,4,2,2,3,2,4,1,3,1,2,1,3,2,3,3,1,3,2,3,2,2,4,1,1,2,66,1,3,1,2,2,2,1,2,3,2,2,1,1,1,5,9,9,99,9,9,5,2,18,2,218,370,3,7,2,1,1,2,6
1,218,371,3,4,32,3,1,1,1,6,10,1,2,1,3,4,5,2,3,3,3,3,2,2,1,2,2,2,3,3,4,2,1,5,2,2,2,2,2,2,2,41,1,1,1,3,6,2,4,1,3,2,2,2,2,8,0,9,9,99,9,9,5,2,9,2,218,371,3,8,2,1,3,2,45
1,218,372,3,4,33,3,11,99,2,6,10,1,4,1,3,4,4,2,1,3,3,3,2,1,1,2,2,3,3,5,3,2,1,3,3,1,2,4,3,3,1,50,1,1,1,3,6,2,1,2,2,2,1,1,0,0,0,9,9,99,9,9,5,2,10,2,218,372,3,8,2,1,2,2,4
1,218,373,3,4,33,2,2,2,2,6,9,4,2,2,1,3,0,2,1,3,2,2,2,2,1,2,2,4,2,3,4,1,1,2,2,2,1,5,2,3,3,61,1,1,1,3,6,4,1,2,1,2,3,3,2,2,2,9,9,99,9,9,5,3,22,2,218,373,3,0,2,1,2,4,14
1,218,374,3,4,34,3,11,99,2,1,10,1,4,2,3,3,4,1,1,3,3,4,2,2,1,2,2,3,3,4,3,2,3,2,2,1,2,1,1,1,2,48,1,1,1,3,6,1,3,2,1,2,1,2,3,1,5,9,9,99,9,9,5,4,4,2,218,374,3,8,2,1,1,7,4
1,218,375,3,4,35,3,11,99,2,1,9,1,2,2,1,2,3,1,2,1,2,1,1,1,1,2,2,2,3,2,3,2,2,5,2,1,1,2,2,1,3,55,1,1,1,3,6,2,5,0,3,2,1,2,1,1,5,9,9,99,9,9,5,5,12,2,218,375,3,7,2,1,3,7,13
1,218,376,3,4,36,3,11,99,2,6,10,1,4,2,2,3,4,2,2,3,4,7,1,3,1,2,2,3,3,3,3,2,2,1,3,3,1,1,2,1,2,52,1,1,1,3,6,3,1,2,1,2,1,3,2,2,2,9,9,99,9,9,5,3,21,2,218,376,3,0,2,1,2,2,16
1,218,377,3,3,28,1,1,1,1,6,10,1,4,2,3,3,3,2,1,2,2,2,2,2,3,3,2,2,2,3,4,1,2,2,2,3,5,2,5,3,3,36,1,2,1,3,6,2,6,0,2,5,1,0,1,1,5,9,9,99,9,9,3,2,9,2,218,377,3,7,2,1,3,2,52
1,218,378,3,3,34,3,11,99,2,3,10,1,2,1,1,1,3,1,2,1,2,3,1,3,1,2,0,1,2,2,0,1,5,2,5,2,1,3,4,2,2,75,1,1,1,3,6,3,6,0,3,5,2,3,2,8,0,9,9,99,9,9,3,3,8,2,218,378,3,7,2,1,3,7,14
1,218,379,3,4,36,3,11,99,2,6,10,1,4,2,2,3,0,2,1,2,10,10,2,1,1,2,2,3,3,3,3,1,1,2,2,1,1,2,1,1,2,44,1,1,1,3,6,2,4,2,3,2,1,2,3,1,5,9,9,99,9,9,3,4,12,2,218,379,3,0,2,1,2,7,23
1,218,380,3,4,35,3,11,99,2,6,10,1,4,2,3,3,4,2,2,2,3,3,1,1,3,3,2,3,2,2,3,2,2,3,3,2,2,5,2,2,2,50,1,1,1,0,6,2,5,0,2,2,1,2,2,4,1,9,9,99,9,9,2,4,16,2,218,380,3,8,2,1,4,2,2
1,218,381,3,4,36,3,11,99,1,6,10,2,4,2,3,4,5,3,1,3,2,5,2,1,3,2,2,3,2,2,4,2,2,2,2,2,2,2,3,3,3,43,1,1,1,3,6,2,4,2,3,5,2,2,3,1,5,9,9,99,9,9,2,3,12,2,218,381,3,9,2,1,2,7,25
1,218,382,3,3,30,3,11,99,1,6,10,3,0,3,2,2,0,1,0,0,0,0,2,3,1,0,0,2,0,0,3,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,9,99,9,9,0,0,0,2,218,382,3,0,2,1,2,2,0
1,218,383,3,3,32,3,11,99,2,5,10,0,0,2,1,0,5,0,1,2,2,0,2,1,0,1,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,99,9,9,0,0,0,2,218,383,3,0,2,1,2,7,34
1,218,384,3,3,35,3,11,99,1,6,10,1,2,2,3,4,5,2,1,2,2,0,1,2,1,2,1,3,3,1,2,0,2,4,3,1,3,1,3,0,1,0,1,2,1,3,6,2,1,2,3,0,0,3,3,1,5,9,9,99,9,9,0,0,0,2,218,384,3,0,2,1,4,6,4
1,218,385,3,4,35,3,1,1,1,6,10,3,3,1,3,3,6,3,1,3,4,7,2,2,1,2,2,2,2,3,3,2,2,2,4,2,2,1,2,1,2,59,1,2,1,3,6,2,0,0,2,2,1,2,2,5,3,9,9,99,9,9,0,0,0,2,218,385,3,0,2,1,2,7,14
1,218,386,3,3,38,3,2,2,2,6,10,2,3,1,3,4,4,1,1,2,3,4,2,2,1,3,2,2,2,4,4,2,3,3,3,1,3,4,2,2,2,55,1,1,1,3,6,2,1,2,2,2,1,1,2,0,0,9,9,99,9,9,7,2,13,2,218,386,3,8,2,1,3,4,4
1,218,387,3,3,38,3,11,99,2,1,10,1,4,1,3,3,4,1,1,2,2,3,1,2,1,2,2,3,2,2,3,2,1,3,3,2,3,2,2,1,1,52,1,1,1,3,6,3,4,1,1,2,1,1,2,3,2,9,9,99,9,9,7,3,9,2,218,387,3,9,2,1,3,7,30
1,218,388,3,3,53,3,11,99,2,1,10,1,4,3,1,2,3,1,1,2,2,3,2,3,1,2,2,2,2,3,3,1,1,2,2,2,2,1,2,1,2,73,1,1,1,3,6,3,4,2,1,4,3,3,2,3,3,9,9,99,9,9,7,3,13,2,218,388,3,7,2,1,2,7,22
1,218,389,3,4,37,2,1,1,1,6,10,2,3,2,2,3,4,2,1,2,3,6,2,2,1,2,2,3,3,3,3,2,2,2,2,0,2,4,1,1,2,50,1,1,1,3,6,2,1,2,2,2,2,1,2,2,1,9,9,99,9,9,7,4,8,2,218,389,3,7,2,1,3,8,12
1,218,390,3,4,37,2,1,1,1,6,10,2,4,1,3,3,3,2,1,2,2,3,1,2,1,2,1,3,3,4,3,2,2,2,2,1,2,4,1,2,2,61,1,2,2,2,5,2,1,2,2,2,1,2,0,0,0,9,9,99,9,9,7,3,23,2,218,390,3,7,2,1,3,5,2
1,218,391,3,4,37,3,11,99,1,6,10,2,2,2,3,4,5,2,1,3,3,4,1,2,1,2,2,2,2,3,3,2,2,2,2,1,2,4,1,1,3,59,1,1,1,3,6,2,1,2,1,2,2,1,2,3,2,9,9,99,9,9,7,3,22,2,218,391,3,7,2,1,3,7,2
1,218,392,3,4,39,2,3,3,1,6,10,1,4,2,3,3,5,2,1,3,4,4,1,1,1,2,1,2,2,3,3,2,3,3,2,1,2,5,1,2,1,66,1,1,1,3,6,2,5,1,2,3,1,1,2,3,1,9,9,99,9,9,7,3,18,2,218,392,3,8,2,1,3,6,8
1,218,393,3,4,40,3,1,1,2,6,10,2,2,1,3,4,5,3,1,3,3,4,1,2,1,2,1,2,2,4,3,1,2,2,2,3,0,4,2,1,1,49,1,2,1,3,6,2,5,0,2,2,1,3,2,2,1,9,9,99,9,9,7,3,8,2,218,393,3,8,2,1,3,2,3
1,218,394,3,4,42,3,3,3,2,6,10,1,4,2,1,3,4,2,1,3,3,4,2,2,1,2,2,4,3,3,3,1,2,4,4,1,3,1,3,2,1,67,1,2,1,3,6,2,1,3,2,2,1,1,2,4,1,9,9,99,9,9,7,3,14,2,218,394,3,8,2,1,3,6,7
1,218,395,3,3,38,3,11,99,1,6,10,2,3,1,3,4,4,2,1,3,4,5,2,2,1,2,2,3,3,3,3,1,2,2,2,1,1,2,5,3,2,50,1,1,1,3,6,5,6,2,2,2,1,2,2,4,1,9,9,99,9,9,5,3,15,2,218,395,3,7,2,1,4,2,10
1,218,396,3,3,59,2,2,2,1,6,10,3,2,3,1,3,0,2,3,2,4,6,1,3,1,2,2,3,2,5,4,1,4,3,3,3,2,4,4,2,1,85,1,3,1,5,4,3,6,0,3,3,2,2,2,2,1,1,6,9,1,4,5,3,22,2,218,396,3,0,2,1,2,4,16
1,218,397,3,4,37,1,3,6,1,6,9,2,4,1,2,3,3,1,1,1,2,3,1,2,1,2,2,3,2,3,3,2,2,2,2,2,2,5,5,1,1,61,1,1,1,3,6,2,6,0,2,2,2,2,2,4,2,9,9,99,9,9,5,2,10,2,218,397,3,5,2,1,3,6,13
1,218,398,3,4,37,2,1,1,2,6,10,2,2,3,1,3,4,1,3,3,2,4,1,2,2,2,1,3,3,3,3,1,2,4,4,1,4,1,3,3,0,52,2,5,1,3,6,2,4,2,2,5,1,3,2,8,0,9,9,99,9,9,5,2,11,2,218,398,3,7,2,1,1,7,7
1,218,399,3,4,38,3,1,1,2,1,10,1,2,3,1,4,0,1,3,3,3,5,2,3,3,3,2,3,4,2,4,1,4,0,5,2,0,5,4,1,3,80,1,1,1,0,0,2,2,3,1,4,2,2,0,0,0,9,9,99,9,9,5,4,29,2,218,399,3,9,2,1,3,8,6
1,218,400,3,4,38,3,11,99,1,6,9,2,2,2,2,3,5,3,3,2,3,5,1,2,1,2,1,3,3,4,3,1,2,3,4,1,3,2,3,1,0,44,1,1,1,3,6,5,1,2,2,3,2,1,2,8,0,9,9,99,9,9,5,4,11,2,218,400,3,8,2,1,2,7,26
1,218,401,3,4,38,3,11,99,2,6,10,2,3,1,2,3,4,2,1,3,4,5,1,1,1,2,2,3,3,3,3,1,2,2,3,2,2,4,1,3,3,46,1,1,1,3,6,3,1,2,2,2,2,2,3,1,0,9,9,99,9,9,5,3,13,2,218,401,3,8,2,1,4,7,7
1,218,402,3,4,39,3,11,99,2,1,10,1,2,2,3,3,4,2,1,2,2,4,1,1,1,2,2,3,2,3,3,1,3,3,1,2,2,2,2,3,2,54,1,1,1,3,6,2,4,2,3,2,2,3,2,2,2,9,9,99,9,9,5,2,8,2,218,402,3,8,2,1,4,2,3
1,218,403,3,4,39,3,2,2,3,6,10,1,4,1,1,1,3,1,1,2,2,3,1,1,1,2,1,3,3,3,3,2,2,2,3,1,2,2,3,1,2,68,1,1,1,3,6,1,5,1,1,2,1,1,1,1,5,9,9,99,9,9,5,5,19,2,218,403,3,7,2,1,3,4,16
1,218,404,3,4,40,3,11,99,2,6,9,1,3,1,1,2,0,1,1,2,2,10,2,1,1,1,1,1,2,2,3,1,3,4,4,2,3,3,2,2,2,44,1,1,1,3,6,2,1,2,1,1,1,2,0,0,0,9,9,99,9,9,5,5,12,2,218,404,3,0,2,1,4,2,8
1,218,405,3,4,41,3,11,99,1,0,10,2,1,2,3,3,5,2,2,3,3,5,1,3,1,2,2,3,3,3,3,2,3,2,2,1,2,4,1,3,2,61,1,1,1,3,6,2,1,3,3,2,2,2,2,3,2,9,9,99,9,9,5,4,21,2,218,405,3,9,2,1,2,7,2
1,218,406,3,4,46,2,2,2,1,0,10,2,4,2,2,3,5,2,1,3,4,5,2,2,1,2,2,2,2,2,3,1,4,2,2,3,2,1,5,2,1,75,1,2,1,3,6,2,6,2,3,2,2,2,2,2,1,9,9,99,9,9,5,2,24,2,218,406,3,7,2,1,1,2,0
1,218,407,3,4,47,2,2,2,1,0,10,2,4,2,3,2,4,3,1,3,5,7,2,2,1,2,2,3,2,2,3,3,2,2,2,1,2,4,3,2,1,69,1,2,1,3,6,1,1,2,2,2,1,1,2,2,1,9,9,99,9,9,5,3,17,2,218,407,3,8,2,1,3,2,4
1,218,408,3,4,47,1,1,1,1,6,10,2,3,1,2,2,3,2,1,2,2,3,1,1,1,2,2,2,2,3,3,1,2,2,2,1,2,2,2,1,1,80,1,1,1,3,6,5,5,1,1,2,3,1,2,2,1,9,9,99,9,9,5,4,32,2,218,408,3,7,2,1,3,8,17
1,218,409,3,4,48,3,11,99,1,6,10,2,3,2,3,3,4,2,1,2,3,5,2,2,3,2,1,3,3,3,2,2,2,2,3,1,2,4,1,3,2,46,2,5,1,3,0,5,5,1,2,2,1,2,2,2,1,9,9,99,9,9,5,3,2,2,218,409,3,8,2,1,2,4,2
1,218,410,3,4,51,2,2,3,2,1,10,2,3,2,1,1,3,2,3,2,3,7,2,2,1,2,2,2,2,3,3,1,3,2,3,2,1,4,2,3,2,90,1,2,1,3,6,3,1,2,3,5,2,3,3,1,5,1,4,8,5,1,5,3,21,2,218,410,3,5,2,1,4,6,12
1,218,411,3,4,58,2,1,1,1,6,10,1,4,2,1,2,3,2,1,3,4,5,2,2,1,2,2,3,3,4,3,1,2,1,1,1,1,4,1,2,2,91,1,1,1,3,6,2,1,3,2,4,1,1,2,2,1,1,6,9,1,9,5,3,36,2,218,411,3,7,2,1,3,8,22
1,218,412,3,4,66,3,11,99,2,2,10,2,4,2,1,2,1,2,1,3,3,3,1,1,1,2,1,3,3,4,3,1,1,1,1,1,1,1,1,3,2,84,1,1,1,3,6,1,1,2,2,2,1,1,1,1,5,9,9,99,9,9,5,3,6,2,218,412,3,5,2,1,2,2,3
1,218,413,3,4,37,2,1,1,2,1,10,1,3,2,2,3,3,1,2,3,2,3,1,1,1,2,2,2,3,4,3,2,2,2,2,1,1,3,1,2,2,57,1,1,1,3,6,1,1,1,2,1,1,1,0,0,0,9,9,99,9,9,3,3,8,2,218,413,3,7,2,1,3,2,34
1,218,414,3,3,39,3,11,99,1,6,10,2,4,3,3,2,4,3,1,3,2,3,2,2,3,3,2,3,2,2,4,1,2,5,1,3,5,1,5,3,3,58,2,5,1,3,6,5,6,1,3,5,1,3,1,1,5,9,9,99,9,9,2,4,24,2,218,414,3,7,2,1,2,2,12
1,218,415,3,3,8,2,1,1,2,2,10,1,4,2,2,2,3,1,3,3,3,4,2,1,3,3,2,2,3,5,4,1,3,5,1,1,2,4,1,3,3,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,99,9,9,0,0,0,2,218,415,3,0,2,1,3,2,25
1,218,416,3,2,11,3,11,99,1,6,10,2,2,3,1,3,6,2,2,3,5,5,1,2,1,2,2,3,2,2,3,1,3,4,5,3,4,2,3,3,3,11,1,2,1,3,6,5,4,2,3,4,2,3,3,1,5,9,9,99,9,9,6,1,4,2,218,416,3,9,2,1,4,6,6
1,218,417,3,3,28,3,11,99,2,6,10,2,3,2,3,3,4,2,1,3,2,3,1,2,3,3,1,3,3,5,3,2,2,3,3,1,2,4,3,1,2,47,1,2,1,3,6,2,1,1,2,2,1,2,1,1,5,9,9,99,9,9,6,2,24,2,218,417,3,6,2,1,2,2,14
1,218,418,3,3,29,3,11,99,2,2,10,2,2,2,3,3,4,1,2,2,2,3,1,1,1,2,1,3,2,4,3,2,2,2,2,2,2,5,2,1,2,57,1,1,1,3,6,3,6,2,1,3,2,3,2,0,0,9,9,99,9,9,6,3,8,2,218,418,3,7,2,1,2,7,40
1,218,419,3,3,30,3,11,99,2,6,10,2,2,2,3,4,4,2,1,2,3,3,0,2,1,2,2,4,2,3,4,0,4,2,5,2,3,3,0,2,3,38,1,1,1,3,6,5,6,0,3,2,2,2,3,1,5,9,9,99,9,9,6,2,13,2,218,419,3,7,2,1,2,7,7
1,218,420,3,3,32,3,11,99,2,2,10,2,3,2,3,3,4,2,2,3,2,3,1,3,1,2,2,3,4,4,3,3,2,3,4,1,2,1,3,2,2,44,1,1,1,3,6,3,1,2,2,4,2,3,3,1,5,9,9,99,9,9,6,2,6,2,218,420,3,8,2,1,4,6,3
1,218,421,3,3,32,3,11,99,2,6,10,2,2,3,3,4,4,2,1,1,2,2,1,2,1,1,1,3,3,3,3,2,2,4,2,2,1,5,2,1,1,46,1,1,1,3,6,3,1,2,4,5,2,3,2,8,0,9,9,99,9,9,6,2,13,2,218,421,3,8,2,1,2,7,35
1,218,422,3,3,33,3,1,1,2,6,10,1,3,2,3,3,5,2,1,3,3,3,1,2,1,2,2,3,2,5,3,2,3,2,2,1,2,3,5,2,1,42,1,1,2,2,5,5,1,3,1,2,1,1,2,8,0,9,9,99,9,9,6,2,8,2,218,422,3,8,2,1,3,2,10
1,218,423,3,3,33,2,2,4,1,6,9,2,2,3,1,4,1,1,3,2,3,5,1,3,1,2,2,3,4,5,3,2,3,2,2,2,1,5,2,2,2,67,2,1,1,3,6,2,1,2,2,2,1,2,2,3,2,9,9,99,9,9,6,3,14,2,218,423,3,7,2,1,2,4,10
1,218,424,3,3,33,3,11,99,1,6,10,1,4,1,3,4,4,1,1,1,2,3,1,1,1,2,2,3,2,3,3,2,2,2,2,1,2,5,1,1,1,36,1,1,2,2,5,1,1,3,2,1,1,1,2,4,1,9,9,99,9,9,6,3,9,2,218,424,3,7,2,1,3,5,7
1,218,425,3,3,33,3,11,99,1,0,9,2,3,2,3,4,4,2,3,2,2,2,1,1,1,2,1,3,2,4,3,3,2,1,5,3,1,4,5,3,2,40,2,5,1,3,6,5,6,0,2,5,1,2,2,8,0,9,9,99,9,9,6,2,11,2,218,425,3,7,2,1,2,7,24
1,218,426,3,3,34,3,2,2,1,6,10,2,3,1,3,4,6,2,1,3,4,7,2,1,1,2,1,2,2,3,3,3,1,2,2,1,1,5,1,2,2,47,2,5,1,3,6,1,2,2,2,2,1,1,1,1,5,9,9,99,9,9,6,2,9,2,218,426,3,9,2,1,3,6,6
1,218,427,3,3,34,2,1,2,1,6,9,2,2,1,3,4,5,2,1,3,2,3,2,2,1,2,2,3,3,4,3,2,3,2,2,1,2,4,1,3,2,60,1,1,1,3,6,2,5,2,2,2,1,0,4,0,0,9,9,99,9,9,6,2,20,2,218,427,3,7,2,1,3,7,22
1,218,428,3,3,35,1,1,1,1,6,10,1,4,2,3,4,6,2,2,3,3,4,1,2,1,2,1,2,2,4,3,2,2,4,1,2,1,1,2,2,1,44,1,2,1,3,6,3,1,2,2,2,2,3,2,2,1,9,9,99,9,9,6,2,8,2,218,428,3,9,2,1,3,2,12
1,218,429,3,3,35,2,2,2,1,6,10,1,4,2,2,2,3,1,3,3,3,2,1,1,3,2,2,3,3,4,3,3,2,4,1,2,4,5,4,1,1,62,1,1,1,3,6,5,1,3,1,2,2,3,2,7,3,9,9,99,9,9,6,2,22,2,218,429,3,7,2,1,2,4,6
1,218,430,3,3,35,3,11,99,2,6,10,2,1,3,1,3,6,2,2,3,4,5,1,2,1,2,2,3,2,2,3,3,4,3,1,2,2,4,2,1,2,42,1,1,1,3,6,3,4,2,1,3,2,3,2,8,3,9,9,99,9,9,6,2,12,2,218,430,3,8,2,1,2,7,58
1,218,431,3,3,36,2,2,2,2,1,10,1,3,1,1,3,5,2,1,2,3,4,2,1,1,2,2,2,2,3,3,1,2,2,2,1,2,4,1,1,2,62,1,1,1,3,6,2,1,2,2,2,1,1,1,1,5,9,9,99,9,9,6,2,15,2,218,431,3,7,2,1,3,1,8
1,218,432,3,3,36,2,1,1,1,0,10,1,4,1,0,0,0,0,1,3,4,4,1,1,1,2,2,3,3,3,3,2,2,1,1,1,1,4,1,2,2,45,1,1,1,3,6,2,4,0,2,2,1,1,2,2,1,9,9,99,9,9,6,2,8,2,218,432,3,9,2,1,3,2,37
1,218,433,3,4,27,3,10,0,2,6,9,1,3,2,3,3,6,2,1,3,4,5,2,2,3,2,1,2,3,4,4,2,2,5,4,1,2,5,2,1,3,30,2,1,1,3,6,2,5,1,3,2,1,1,2,2,1,9,9,99,9,9,6,2,2,2,218,433,3,9,2,1,2,4,13
1,218,434,3,4,28,3,11,99,1,6,10,2,4,3,2,3,4,3,1,3,2,1,1,2,1,2,2,3,2,2,3,2,2,2,3,1,2,4,5,3,2,42,1,1,1,3,6,2,1,1,2,2,1,3,2,2,1,9,9,99,9,9,6,2,19,2,218,434,3,7,2,1,4,2,12
1,218,435,3,4,28,3,11,99,1,6,10,1,4,2,3,3,5,2,1,2,4,5,1,1,1,2,2,2,3,4,4,2,2,2,2,2,1,4,2,2,2,45,1,1,1,3,6,2,6,0,2,3,2,2,2,7,2,9,9,99,9,9,6,2,19,2,218,435,3,7,2,1,2,7,27
1,218,436,3,4,28,3,11,99,2,6,10,1,4,1,3,3,4,2,1,3,2,3,1,2,1,2,1,3,3,4,3,2,3,2,2,1,2,5,1,1,2,42,1,1,1,3,6,1,5,2,1,1,1,1,2,3,1,9,9,99,9,9,6,2,18,2,218,436,3,7,2,1,4,7,0
1,218,437,3,4,29,3,2,2,1,6,10,2,2,2,3,4,6,2,1,3,4,5,1,2,2,2,2,2,2,2,3,2,3,2,2,1,2,4,1,1,2,55,1,2,1,3,6,2,1,2,3,2,1,2,2,2,1,9,9,99,9,9,6,2,20,2,218,437,3,7,2,1,3,4,8
1,218,438,3,4,29,3,11,99,2,1,10,1,4,2,2,3,5,2,1,3,3,2,1,1,1,2,2,2,2,2,3,2,2,2,2,1,2,4,2,1,2,46,1,1,1,3,6,2,4,2,1,1,1,2,2,4,2,9,9,99,9,9,6,3,10,2,218,438,3,8,2,1,2,7,57
1,218,439,3,4,30,0,2,8,2,6,9,4,4,3,1,3,4,3,1,3,3,4,2,2,3,3,2,4,2,2,3,1,3,4,4,2,3,4,2,1,3,67,2,5,1,3,6,3,1,2,4,2,2,1,0,0,0,9,9,99,9,9,6,2,9,2,218,439,3,0,2,1,2,4,12
1,218,440,3,4,30,3,11,99,2,6,10,2,4,2,3,4,4,2,1,3,9,10,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,5,2,2,2,34,1,1,1,3,6,2,5,1,2,2,3,3,2,3,3,9,9,99,9,9,6,4,6,2,218,440,3,9,2,1,4,6,8
1,218,441,3,4,31,3,11,99,2,1,10,2,4,2,3,3,5,2,1,3,3,5,1,2,1,3,2,4,3,3,4,2,2,3,2,2,2,4,3,2,2,54,1,2,1,3,6,3,1,2,3,3,1,1,2,3,4,9,9,99,9,9,6,3,12,2,218,441,3,9,2,1,4,2,13
1,218,442,3,4,31,3,11,99,1,6,10,1,4,1,3,4,3,2,1,3,3,4,2,1,1,2,2,2,3,3,3,2,3,3,3,1,2,1,3,1,2,47,1,1,1,3,6,2,5,1,2,2,1,2,2,3,2,9,9,99,9,9,6,5,15,2,218,442,3,8,2,1,4,2,6
