CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.26F.,Q.26G.,Q.26H.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,V.49.,V.50.,CARD..1,DECK..1,BALLOT..1,FORM..1,V.51.,V.52.
1,219,346,2,1,4,3,6,1,6,2,1,0,1,3,4,4,2,1,1,2,3,1,1,5,1,1,5,4,3,1,1,2,2,1,2,1,2,2,6,2,4,4,2,3,2,1,1,1,2,2,2,1,2,5,3,1,4,4,1,1,3,7,3,2,1,3,1,2,2,1,2,219,346,2,0,709
1,219,347,2,1,4,3,7,1,6,2,1,3,2,4,4,5,2,1,2,3,3,2,3,4,1,1,5,5,3,3,1,2,1,1,2,1,2,5,6,2,3,3,3,3,1,1,1,1,2,2,1,2,2,3,3,1,4,1,2,2,1,3,2,1,1,1,2,1,2,1,2,219,347,2,0,712
1,219,348,2,2,4,1,7,1,6,2,2,3,4,3,3,5,3,1,2,3,3,1,1,1,1,1,5,5,3,1,1,1,3,1,3,1,3,3,6,1,4,4,3,3,3,2,2,1,2,2,1,1,1,5,3,2,5,4,3,1,1,2,1,2,2,2,2,2,2,1,2,219,348,2,0,923
1,219,349,2,1,4,3,7,1,6,2,1,3,2,3,4,6,1,1,3,4,4,1,1,2,2,1,5,3,3,3,1,3,1,1,1,3,3,5,6,2,3,4,3,3,2,1,1,1,2,0,2,2,2,4,3,2,5,2,4,2,1,7,1,1,3,3,0,2,2,1,2,219,349,2,0,110
1,219,350,2,1,4,3,7,1,6,2,1,3,2,3,4,6,3,1,3,3,4,2,1,1,2,1,4,3,3,3,2,1,2,1,3,3,2,2,6,2,3,4,3,2,2,1,5,1,2,2,2,1,1,4,2,2,4,1,4,4,1,7,1,1,3,2,2,3,2,1,2,219,350,2,0,111
1,219,351,2,3,5,1,8,1,6,3,3,3,3,3,3,5,1,1,3,3,5,2,2,2,2,1,4,4,3,3,1,1,3,1,2,1,2,5,6,6,4,3,3,3,2,2,2,2,2,2,1,2,2,5,3,3,6,2,3,2,1,7,3,3,3,3,3,3,2,1,2,219,351,2,0,202
1,219,352,2,2,4,3,6,1,6,2,1,3,1,3,3,5,1,1,3,3,5,1,2,4,1,1,4,4,3,1,3,1,3,1,1,1,2,2,6,2,2,2,3,2,2,1,1,1,2,2,1,2,2,4,2,1,4,2,2,2,1,5,1,3,2,1,1,3,2,1,2,219,352,2,0,811
1,219,353,2,2,4,3,7,1,6,2,0,1,2,3,3,4,2,1,2,2,4,2,2,2,1,1,5,4,3,3,1,3,3,1,2,1,3,5,6,4,2,3,3,3,2,1,2,1,2,1,1,1,2,5,3,2,5,4,4,2,1,3,1,3,3,3,1,3,2,3,2,219,353,2,2,902
1,219,354,2,1,4,3,7,1,6,2,1,3,2,4,3,6,1,1,3,3,5,2,2,3,1,1,4,2,3,1,1,1,1,2,1,1,2,5,6,2,1,2,3,3,1,1,5,1,2,2,2,2,2,5,3,2,5,2,2,1,1,3,1,2,2,2,2,2,2,1,2,219,354,2,0,414
1,219,355,2,3,6,1,7,2,1,6,3,3,3,1,1,6,1,1,2,2,3,2,1,4,3,1,5,4,3,1,1,1,1,1,3,1,2,2,6,3,2,3,5,3,1,1,1,1,2,2,1,1,1,5,3,2,5,2,4,1,1,7,3,1,2,2,1,2,2,1,2,219,355,2,0,920
1,219,356,2,1,4,1,6,2,6,4,2,3,5,3,3,4,2,2,3,4,5,1,2,4,1,1,4,4,3,1,1,1,1,1,2,1,3,3,6,3,2,4,3,2,2,2,2,1,2,2,1,2,2,5,2,2,4,1,2,2,1,3,1,2,2,2,1,2,2,1,2,219,356,2,0,908
1,219,357,2,2,4,3,7,2,1,2,12,1,2,2,3,4,3,1,3,3,5,1,2,3,1,1,5,4,3,1,3,1,3,1,3,1,3,5,6,5,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,219,357,2,2,901
1,219,358,2,1,4,2,7,1,6,2,12,1,3,4,4,6,1,1,3,4,9,2,2,2,1,1,5,3,3,1,1,1,1,1,2,1,2,2,6,4,2,4,4,3,3,2,1,1,2,1,1,1,2,4,3,2,3,2,3,2,1,5,1,1,2,2,1,2,2,3,2,219,358,2,1,914
1,219,359,2,1,5,3,6,1,6,3,12,2,1,3,3,5,2,1,2,3,5,1,2,2,2,1,4,4,3,1,1,1,2,1,1,1,2,2,6,4,3,3,4,2,2,3,2,1,2,1,1,1,2,4,2,2,4,3,2,3,1,4,1,1,2,2,2,2,2,3,2,219,359,2,1,906
1,219,360,2,2,4,3,6,1,6,2,12,1,1,3,4,4,2,1,3,2,3,1,2,2,1,1,5,4,3,1,1,1,2,1,2,1,2,1,6,1,3,2,3,2,2,1,1,1,2,2,1,1,1,4,3,2,5,2,3,1,1,4,2,1,2,2,1,2,2,3,2,219,360,2,1,913
1,219,361,2,2,4,3,7,1,6,2,12,1,2,3,4,5,2,1,2,3,7,1,2,3,1,1,4,2,3,1,1,3,3,1,3,3,3,3,6,4,2,3,4,3,2,1,2,2,2,2,1,1,1,5,2,4,6,1,3,2,1,2,1,1,2,2,1,2,2,3,2,219,361,2,2,707
1,219,362,2,2,5,3,7,2,6,3,12,1,2,3,3,4,2,2,3,3,5,1,0,2,1,1,5,4,3,1,1,1,1,1,2,1,2,2,6,1,4,3,3,3,2,1,1,1,2,2,1,1,1,5,3,2,4,1,3,2,1,4,1,2,2,2,2,2,2,3,2,219,362,2,1,917
1,219,363,2,2,5,1,5,1,6,4,5,1,4,2,3,4,1,1,3,3,4,2,3,3,1,1,5,4,3,1,3,1,1,1,2,3,3,5,6,2,2,3,4,3,1,1,1,1,2,2,1,1,1,5,3,3,5,1,4,2,1,5,3,3,3,3,3,2,2,5,2,219,363,2,1,813
1,219,364,2,3,4,1,8,2,2,5,6,2,2,2,4,5,1,1,2,3,4,2,1,1,2,1,4,4,3,2,1,1,2,1,2,1,2,3,6,1,2,2,3,3,1,1,1,1,2,2,1,2,2,5,3,3,5,1,3,2,1,3,1,1,1,1,2,2,2,5,2,219,364,2,0,509
1,219,365,2,2,4,1,7,1,6,2,4,1,4,3,3,6,1,3,3,3,5,2,2,1,1,1,4,3,3,3,1,1,2,1,1,1,2,2,6,1,2,3,3,3,1,1,5,1,2,2,1,1,2,4,3,2,3,3,1,2,1,3,1,2,2,2,2,2,2,5,2,219,365,2,0,703
1,219,366,2,1,4,1,8,2,6,3,9,2,4,1,4,5,1,1,3,4,9,2,2,1,2,1,5,3,3,1,1,1,1,1,3,1,2,1,6,6,3,2,3,3,3,3,1,2,1,2,2,2,2,1,3,4,2,2,2,2,1,2,1,3,2,2,3,2,2,5,2,219,366,2,1,303
1,219,367,2,2,3,1,7,2,6,5,8,1,2,1,3,4,1,1,2,3,4,1,3,1,1,1,5,4,3,0,1,3,0,1,3,1,1,2,5,3,4,2,5,3,2,1,1,1,2,2,1,1,2,5,3,3,4,1,4,2,1,3,1,2,2,2,2,2,2,5,2,219,367,2,0,915
1,219,368,2,2,3,1,7,2,2,4,8,1,2,3,4,5,2,1,2,3,5,1,1,2,1,1,4,3,3,3,1,1,3,1,2,1,2,2,5,1,3,4,3,3,2,1,2,2,2,1,1,1,1,5,3,4,2,2,4,3,3,7,4,3,2,2,2,2,2,5,2,219,368,2,1,411
1,219,369,2,2,4,1,7,1,6,2,8,1,2,3,3,5,1,1,3,4,5,2,1,1,1,1,5,4,3,1,1,1,2,1,2,1,2,2,5,1,4,2,5,3,2,1,1,1,2,2,1,2,2,5,2,3,4,1,4,2,2,1,4,0,0,0,0,0,2,5,2,219,369,2,1,409
1,219,370,2,2,5,1,8,2,6,5,9,1,2,3,4,5,2,1,2,2,4,2,1,3,1,1,4,2,3,1,2,1,1,1,2,1,2,2,5,1,2,2,4,2,2,1,1,1,2,2,1,2,1,4,2,4,2,2,2,2,1,5,2,1,1,2,2,2,2,3,2,219,370,2,2,208
1,219,371,2,2,4,3,7,2,6,2,4,1,2,3,3,5,2,1,2,3,5,2,2,1,1,1,4,4,3,3,1,1,2,1,3,1,1,2,5,2,3,3,5,2,2,1,1,1,2,1,1,2,2,5,2,1,5,2,2,2,1,3,1,2,2,2,2,2,2,3,2,219,371,2,0,407
1,219,372,2,1,4,3,6,1,6,2,1,3,1,3,4,4,2,1,2,2,3,1,1,3,1,1,4,2,3,1,3,1,1,1,2,1,2,2,5,1,2,0,4,3,1,1,1,1,2,2,1,2,2,3,3,3,5,1,3,2,1,3,1,3,3,3,1,2,2,1,2,219,372,2,0,767
1,219,373,2,4,5,2,8,2,1,5,4,2,4,2,3,4,1,1,3,3,5,2,1,2,2,1,5,2,3,1,3,1,1,1,3,1,3,5,9,1,3,5,3,1,1,2,1,1,2,1,1,2,2,2,3,2,4,3,2,2,1,5,3,3,3,3,3,1,2,5,2,219,373,2,0,109
1,219,374,2,3,4,1,6,2,6,5,3,3,3,2,2,3,1,2,3,3,3,2,3,4,1,1,4,4,3,1,3,1,2,1,2,1,3,2,9,2,2,3,4,2,2,1,2,1,2,2,1,2,2,5,2,4,4,3,2,2,1,3,1,1,3,2,1,2,2,1,2,219,374,2,0,101
1,219,375,2,4,7,2,7,2,6,4,3,3,5,4,4,6,3,1,3,3,5,1,1,4,3,1,4,4,3,2,2,3,1,2,3,3,2,3,9,5,4,3,4,4,3,4,2,2,1,1,2,1,1,4,4,5,1,1,3,1,1,5,2,1,2,1,2,2,2,1,2,219,375,2,1,124
1,219,376,2,2,5,3,6,2,1,2,1,3,1,4,3,6,3,1,2,4,6,2,1,4,1,1,5,4,3,3,1,1,3,1,2,1,3,2,9,2,2,2,3,3,1,1,1,1,2,2,1,2,2,5,3,2,4,2,2,2,1,7,3,3,3,3,3,3,2,1,2,219,376,2,0,405
1,219,377,2,2,5,3,7,2,1,3,12,1,1,3,4,4,2,1,3,2,3,1,0,2,1,1,5,5,3,1,1,1,1,1,1,0,2,4,9,1,5,2,5,3,1,2,1,1,1,2,1,1,2,1,3,2,5,2,3,1,1,5,2,3,2,2,1,2,2,3,2,219,377,2,1,930
1,219,378,2,3,5,2,8,2,2,4,8,2,3,2,2,3,2,1,3,4,6,1,1,1,1,1,4,2,3,3,1,1,1,1,2,1,2,5,9,1,2,4,3,3,1,1,2,1,2,1,1,2,1,3,3,3,4,2,2,1,2,1,4,2,2,2,2,2,2,5,2,219,378,2,1,3
1,219,379,2,2,5,1,6,1,6,4,4,1,5,3,3,5,2,1,3,3,5,2,2,2,1,1,4,3,3,1,1,1,1,1,3,1,1,1,9,1,3,2,3,3,2,1,2,1,1,1,1,1,1,4,3,2,3,1,3,2,1,2,1,3,2,2,1,2,2,5,2,219,379,2,0,424
1,219,380,2,2,5,2,6,2,6,4,4,1,4,3,4,7,2,1,2,4,5,2,2,1,2,1,4,3,3,1,3,1,2,1,2,1,1,5,9,2,3,2,4,3,2,1,1,1,2,2,1,1,2,4,0,3,6,2,4,1,1,2,1,2,2,2,2,2,2,5,2,219,380,2,0,704
1,219,381,2,3,4,1,7,1,6,3,2,3,3,2,3,4,2,1,2,3,4,1,2,4,1,1,4,2,3,3,1,1,3,1,2,1,2,1,9,2,2,3,3,3,2,1,2,1,2,2,2,1,2,4,3,1,4,3,4,2,1,5,1,3,1,1,2,1,2,1,2,219,381,2,0,118
1,219,382,2,2,6,3,6,1,6,2,1,3,1,3,2,6,2,1,3,4,5,2,2,4,1,1,5,3,3,1,1,1,2,1,2,1,1,5,9,6,3,3,3,3,2,1,1,1,2,2,1,1,2,5,3,1,4,3,2,2,1,2,1,1,2,2,1,2,2,1,2,219,382,2,0,710
1,219,383,2,3,7,3,5,2,1,3,12,2,1,2,2,4,3,3,2,3,7,1,2,4,1,1,5,3,3,1,1,1,1,1,1,1,3,1,9,2,2,2,5,3,2,2,1,1,2,2,1,1,2,5,3,2,4,1,3,2,1,5,1,1,2,2,2,2,2,3,2,219,383,2,1,915
1,219,384,2,3,6,2,7,2,6,5,7,1,5,3,3,5,1,1,3,4,5,1,1,1,1,1,5,4,3,3,1,1,1,1,3,1,1,2,9,3,4,2,5,2,2,2,1,1,2,1,1,1,1,5,1,4,5,2,2,1,1,5,2,1,1,1,1,2,2,5,2,219,384,2,0,608
1,219,385,2,1,6,3,5,2,2,2,17,1,2,1,3,6,2,1,3,3,5,2,3,2,1,1,5,5,3,1,2,1,2,1,2,1,2,1,9,1,1,3,3,3,1,1,1,1,2,2,1,1,1,5,3,1,5,2,1,1,1,5,1,2,2,2,1,2,2,3,2,219,385,2,1,810
1,219,386,2,2,5,2,7,1,6,3,3,3,3,4,2,4,2,1,2,3,4,1,2,3,2,1,5,3,3,3,1,1,2,1,1,1,1,5,9,6,3,3,4,3,2,2,1,1,2,2,1,2,1,4,3,2,4,2,2,4,1,5,3,3,3,3,3,3,2,1,2,219,386,2,1,108
1,219,387,2,1,3,1,6,2,6,2,12,1,1,3,4,5,2,1,3,3,5,1,1,1,1,1,5,2,3,1,1,1,2,1,2,1,2,3,4,6,2,2,3,3,2,2,5,2,2,2,1,1,1,4,3,4,5,2,2,2,1,2,1,1,2,2,3,2,2,3,2,219,387,2,0,101
1,219,388,2,2,4,3,6,1,6,2,13,1,2,3,3,6,1,1,3,5,8,2,2,3,2,1,4,2,3,2,1,1,1,1,3,1,3,2,4,2,3,4,3,2,2,1,1,1,2,1,1,1,2,5,3,4,5,2,4,2,1,2,1,2,2,1,2,2,2,3,2,219,388,2,2,514
1,219,389,2,3,4,1,8,1,6,4,6,2,2,2,4,5,2,1,2,3,3,1,1,1,2,1,5,4,3,1,1,1,1,1,3,1,3,3,4,6,4,2,4,2,2,2,3,2,1,2,1,1,1,1,1,4,2,1,2,2,3,7,3,3,3,3,3,3,2,5,2,219,389,2,0,523
1,219,390,2,2,4,1,8,2,6,3,6,2,2,3,3,5,2,1,3,3,5,2,3,2,1,1,4,3,3,1,1,1,3,1,2,1,3,2,4,2,2,3,4,3,2,1,2,1,2,2,2,2,2,2,3,2,4,2,4,2,1,7,3,3,3,3,3,3,2,5,2,219,390,2,1,720
1,219,391,2,1,3,3,7,1,6,2,4,1,2,3,4,4,1,1,2,3,4,1,2,1,1,1,5,4,3,3,3,1,3,1,3,1,1,2,4,6,2,3,3,3,2,0,2,1,2,1,2,1,1,4,3,3,3,2,2,2,1,1,1,2,3,2,1,3,2,3,2,219,391,2,0,404
1,219,392,2,2,4,3,7,2,6,2,17,1,2,4,4,0,1,3,3,4,9,2,3,3,1,1,5,3,3,3,1,1,1,1,1,1,3,5,4,2,2,2,3,3,1,1,1,1,2,1,1,1,2,5,3,1,6,1,3,2,1,1,1,2,2,2,2,2,2,3,2,219,392,2,1,803
1,219,393,2,2,4,1,8,2,6,2,8,2,2,3,4,4,3,1,3,2,5,2,1,1,0,1,4,4,3,3,1,1,1,1,1,1,1,2,4,4,2,3,3,3,3,3,3,1,1,1,1,1,1,5,3,4,2,3,2,1,1,5,2,1,1,2,1,2,2,5,2,219,393,2,0,903
1,219,394,2,5,4,1,7,1,6,3,8,1,2,3,4,6,1,1,3,4,4,2,1,1,2,1,5,3,3,3,1,1,1,1,2,1,3,2,4,2,3,3,3,3,2,1,2,1,2,2,1,1,2,3,3,3,4,3,4,3,1,5,2,3,1,1,3,3,2,5,2,219,394,2,0,929
1,219,395,2,2,3,1,7,2,1,4,8,1,2,3,4,6,2,1,3,4,5,1,2,1,2,1,4,3,3,1,1,1,1,1,2,1,2,2,4,2,2,3,4,3,2,2,2,2,2,1,2,1,1,5,3,4,2,1,4,2,1,2,1,2,2,2,2,2,2,5,2,219,395,2,0,924
1,219,396,2,5,4,3,6,1,6,2,1,3,1,3,4,4,2,2,3,3,5,1,2,4,1,1,5,1,3,1,3,1,1,2,2,1,3,1,4,1,1,3,3,2,1,1,1,1,1,2,2,1,2,5,3,2,5,2,4,4,1,7,3,3,3,1,2,1,2,1,2,219,396,2,0,768
1,219,397,2,1,4,3,7,1,6,2,1,3,1,4,4,0,3,1,2,2,4,1,3,2,1,1,4,4,3,1,2,1,1,1,2,1,3,5,4,1,3,2,3,3,2,5,2,1,2,2,1,1,1,4,3,2,4,2,4,3,1,7,2,1,2,1,1,3,2,1,2,219,397,2,0,808
1,219,398,2,2,4,2,8,1,6,5,3,2,2,3,3,4,1,1,3,2,3,1,3,4,3,1,5,3,3,3,2,1,1,3,3,1,3,2,4,6,2,4,3,3,2,3,2,1,2,1,2,2,1,5,3,5,4,3,2,2,1,5,2,3,1,1,1,2,2,1,2,219,398,2,1,102
1,219,399,2,1,4,1,5,2,6,2,1,3,1,4,4,6,2,1,3,3,3,1,1,4,1,1,5,3,3,3,1,1,1,1,3,1,3,5,4,2,1,3,3,2,2,1,2,1,2,1,2,1,2,4,2,3,4,2,3,2,1,5,2,1,3,2,1,1,2,1,2,219,399,2,0,729
1,219,400,2,1,5,3,6,2,6,3,1,0,1,4,3,4,2,1,2,2,3,2,3,4,1,1,4,3,3,1,1,1,3,1,3,1,1,2,4,2,0,2,3,3,2,1,2,1,2,2,1,1,1,4,3,2,5,2,2,2,1,3,1,1,1,1,1,3,2,1,2,219,400,2,0,734
1,219,401,2,1,4,1,6,2,1,2,1,3,1,3,3,6,1,3,3,3,3,1,2,4,1,1,4,2,3,3,1,1,1,1,2,1,2,2,4,3,2,1,4,3,2,2,2,1,1,1,2,2,1,4,3,3,5,3,3,3,1,5,3,2,1,1,3,3,2,1,2,219,401,2,0,730
1,219,402,2,1,4,1,6,2,6,2,1,3,1,4,3,6,2,1,3,5,5,2,1,2,1,1,3,2,3,3,1,1,1,1,2,1,2,2,4,2,2,2,3,3,1,1,1,1,2,2,1,2,2,5,3,2,3,3,4,2,1,3,3,2,2,3,2,2,2,1,2,219,402,2,0,702
1,219,403,2,1,4,2,7,1,6,2,1,0,1,3,3,4,0,1,2,3,7,1,2,4,2,1,5,4,3,1,1,3,3,1,2,1,3,5,4,2,2,2,4,1,3,2,5,1,1,2,1,1,1,5,2,3,4,2,2,2,1,3,3,1,1,2,1,3,2,1,2,219,403,2,0,777
1,219,404,2,2,2,1,8,2,6,3,6,2,2,3,4,6,3,2,2,3,4,1,1,1,2,1,4,4,3,1,1,1,1,1,3,1,2,5,2,6,4,2,5,3,3,3,1,1,2,2,1,1,2,5,3,4,5,2,2,2,1,7,3,3,3,3,3,3,2,5,2,219,404,2,0,518
1,219,405,2,1,3,1,6,2,6,2,8,2,3,3,4,5,0,2,3,3,0,0,2,2,3,1,5,4,3,2,2,1,2,1,2,1,1,2,3,1,4,2,5,3,2,2,1,0,0,1,1,2,2,5,3,3,5,2,2,2,1,5,3,3,1,1,1,2,2,5,2,219,405,2,1,413
1,219,406,2,2,5,3,6,1,6,4,15,1,3,1,3,3,1,3,2,1,2,1,3,4,2,1,5,5,3,0,1,1,2,1,2,1,2,3,8,5,5,1,1,3,3,2,2,2,1,1,1,2,1,1,3,3,5,1,4,1,1,3,1,3,3,3,3,1,2,3,2,219,406,2,2,806
1,219,407,2,3,6,3,8,2,1,3,12,1,1,1,4,6,3,1,3,3,5,1,3,3,2,1,4,4,3,3,2,1,1,1,3,1,2,4,8,5,4,2,5,2,3,3,2,1,2,1,2,2,2,2,2,3,5,4,3,2,1,5,1,1,3,3,1,3,2,3,2,219,407,2,1,918
1,219,408,2,2,5,3,7,2,6,5,15,1,3,1,2,3,1,1,2,3,3,1,3,4,1,1,5,3,3,1,1,1,1,1,2,1,2,3,8,5,4,2,5,3,3,3,5,2,1,1,2,1,1,4,3,4,4,2,4,1,1,5,2,1,1,1,1,1,2,5,2,219,408,2,1,518
1,219,409,2,2,5,3,5,2,6,3,15,1,2,2,3,4,2,1,3,4,7,2,3,4,1,1,4,4,3,1,1,1,1,1,1,1,2,4,8,5,3,2,3,3,3,3,4,1,1,1,1,1,1,4,3,4,2,3,4,2,1,6,2,2,1,2,1,2,2,1,2,219,409,2,0,502
1,219,410,2,2,5,3,8,2,2,4,12,2,2,1,3,4,1,1,2,3,4,1,3,4,1,1,5,4,3,1,1,1,3,1,2,1,2,2,8,2,2,4,3,3,1,1,1,1,2,2,1,2,2,5,3,3,5,4,4,2,1,5,1,2,2,2,1,2,2,3,2,219,410,2,1,927
1,219,411,2,2,4,3,7,1,6,3,12,1,4,2,2,4,1,1,3,3,3,2,3,2,2,1,5,4,3,1,1,1,1,1,0,1,1,3,8,4,4,3,5,1,3,3,1,1,1,2,1,1,1,5,2,4,2,2,3,2,1,5,1,1,2,2,1,2,2,3,2,219,411,2,0,712
1,219,412,2,2,4,3,8,2,1,3,15,1,3,2,3,4,2,1,2,3,5,2,3,4,2,1,4,4,3,1,3,1,1,1,3,1,3,2,8,2,4,4,4,3,2,2,2,1,2,1,1,2,2,5,3,3,4,2,2,2,1,3,1,3,2,2,3,3,2,3,2,219,412,2,2,801
1,219,413,2,4,4,1,8,2,3,5,6,2,3,3,4,6,3,1,3,3,4,2,2,1,2,1,4,2,3,1,1,1,1,1,2,1,3,2,8,6,2,3,3,3,2,1,1,2,1,1,2,1,1,4,3,4,4,2,4,2,1,3,1,2,3,3,1,3,2,5,2,219,413,2,0,526
1,219,414,2,2,5,3,6,3,6,4,17,1,3,1,3,3,1,1,2,2,3,2,3,4,2,1,4,2,3,1,1,1,1,1,2,1,2,2,8,5,2,2,3,3,2,2,2,1,2,2,1,1,2,5,3,1,5,2,2,2,1,5,1,3,2,2,3,2,2,3,2,219,414,2,1,801
1,219,415,2,2,5,1,8,1,6,3,4,1,5,2,3,4,2,1,3,4,5,2,2,3,1,1,5,3,3,1,2,1,1,1,2,1,2,2,8,3,3,2,3,3,2,5,2,1,1,2,1,1,2,4,3,3,4,2,4,2,2,2,1,2,2,2,2,2,2,5,2,219,415,2,0,413
1,219,416,2,2,4,2,7,2,6,5,5,1,3,2,4,6,1,1,3,4,5,2,3,2,3,1,4,4,3,1,1,3,3,1,3,1,2,5,8,6,4,2,0,3,3,1,1,1,2,2,1,2,2,4,3,4,5,2,4,1,2,2,3,2,2,2,2,2,2,3,2,219,416,2,1,304
1,219,417,2,3,5,1,6,1,6,4,7,2,5,1,2,4,2,1,2,3,4,1,3,4,1,1,4,3,3,1,2,1,1,1,1,1,3,5,8,5,3,4,5,2,2,1,5,1,2,1,1,2,2,5,2,5,6,2,2,3,1,3,1,1,2,3,2,2,2,1,2,219,417,2,1,123
1,219,418,2,2,6,1,8,2,1,4,4,1,1,3,3,4,3,2,2,2,4,1,2,1,3,1,5,4,3,1,1,1,1,1,2,1,2,5,8,5,3,2,3,3,2,2,2,1,2,1,1,1,1,1,3,4,6,2,2,3,1,6,2,2,1,2,2,1,2,5,2,219,418,2,0,121
1,219,419,2,2,6,2,6,2,6,3,9,1,4,1,3,4,2,3,3,3,5,2,1,4,1,1,5,4,3,1,1,1,3,1,3,1,3,5,8,4,4,1,5,3,3,1,5,1,1,1,2,1,1,4,3,4,4,2,4,2,1,5,1,1,2,2,1,2,2,3,2,219,419,2,2,206
1,219,420,2,3,5,0,8,2,6,4,5,1,4,2,3,5,1,0,2,3,4,1,3,4,2,1,4,3,3,1,1,1,2,1,2,1,2,2,8,3,4,3,5,3,1,2,2,1,1,2,1,1,2,4,3,4,2,4,2,1,1,2,1,3,2,2,3,2,2,3,2,219,420,2,1,511
1,219,421,2,2,5,1,8,1,6,3,9,1,4,3,3,4,2,1,3,3,5,1,3,4,2,1,4,4,3,1,1,1,2,1,1,1,2,3,8,4,4,4,3,3,2,1,2,1,2,2,1,2,2,5,3,3,5,2,4,2,1,7,1,2,2,3,1,2,2,5,2,219,421,2,2,602
1,219,422,2,3,5,1,8,2,3,5,6,2,1,1,3,4,3,2,3,3,5,1,3,1,3,1,5,5,3,1,2,1,1,3,3,3,2,5,8,1,4,3,5,1,3,2,1,1,2,1,2,1,1,1,1,3,3,2,2,1,1,7,3,3,3,3,3,3,2,5,2,219,422,2,0,521
1,219,423,2,2,6,1,5,1,6,4,11,1,4,2,3,3,1,1,3,2,2,2,2,2,2,1,5,4,3,1,1,1,2,2,2,1,2,3,8,1,4,3,3,2,2,2,3,1,1,1,2,1,1,1,2,4,1,2,2,3,1,5,2,1,2,2,1,2,2,5,2,219,423,2,1,505
1,219,424,2,3,7,1,5,2,6,5,11,1,4,4,4,7,3,1,3,4,5,2,1,1,1,1,5,5,3,2,1,2,1,2,2,2,2,1,8,1,4,3,4,3,2,1,1,1,2,1,2,1,1,1,3,3,2,1,3,1,1,7,1,1,1,2,2,2,2,5,2,219,424,2,1,509
1,219,425,2,2,5,2,6,1,6,3,4,1,4,3,4,6,2,2,3,4,6,1,1,1,2,1,5,3,3,1,1,1,1,1,3,1,3,2,8,2,3,3,4,3,2,1,5,1,2,1,2,1,1,4,3,4,2,1,4,1,1,2,2,1,2,2,3,2,2,5,2,219,425,2,0,706
1,219,426,2,3,5,2,7,2,6,5,4,1,5,1,2,3,2,3,3,3,3,2,3,4,1,1,4,2,3,1,2,1,1,1,2,1,1,2,8,2,2,5,3,3,2,1,1,2,2,2,1,1,2,4,3,3,4,1,2,2,1,2,1,2,2,2,1,2,2,5,2,219,426,2,0,415
1,219,427,2,2,5,1,7,1,6,5,4,1,5,1,1,3,1,2,1,3,5,1,3,2,1,1,5,3,3,1,1,1,1,1,2,1,2,2,8,1,2,4,3,1,2,1,1,1,2,0,1,2,2,4,3,3,3,1,4,2,1,2,1,2,2,2,2,2,2,5,2,219,427,2,0,423
1,219,428,2,2,7,1,5,2,1,3,4,2,2,3,3,5,2,3,3,3,5,1,1,2,2,1,5,0,3,1,1,1,1,1,1,1,1,3,8,4,2,3,3,3,3,5,4,1,1,2,1,1,1,1,3,3,3,3,4,1,1,2,1,2,2,2,2,2,2,5,2,219,428,2,0,426
1,219,429,2,2,5,1,7,2,6,5,5,1,3,2,3,4,1,2,3,3,4,2,2,2,1,1,4,4,3,1,2,1,3,1,2,1,2,2,8,1,2,2,3,3,2,1,1,1,2,2,1,2,2,5,3,1,5,2,1,2,1,2,1,2,2,2,2,2,2,3,2,219,429,2,1,501
1,219,430,2,2,7,1,6,1,6,2,2,3,2,3,3,5,2,3,3,3,4,2,2,3,1,1,4,2,3,1,1,1,1,1,3,1,3,5,8,2,2,2,3,2,2,1,1,1,2,2,1,2,2,5,2,2,5,4,1,2,2,3,1,2,1,1,1,2,2,1,2,219,430,2,0,917
1,219,431,2,2,5,3,7,2,1,3,1,3,2,3,3,4,1,2,3,3,3,2,2,3,1,1,3,3,3,3,1,1,1,0,0,1,3,5,8,6,3,4,3,3,2,1,1,1,2,2,1,2,2,3,3,2,6,4,1,4,1,7,3,3,3,3,1,1,2,1,2,219,431,2,0,412
1,219,432,2,2,4,3,6,2,6,2,1,0,2,2,2,3,2,1,2,3,4,1,3,4,1,1,4,2,3,3,1,1,3,1,0,2,0,2,8,6,2,2,4,2,2,1,2,1,2,2,1,2,2,5,2,3,6,2,2,2,1,3,1,3,3,2,1,2,2,1,2,219,432,2,0,407
